Date,Year,Month,Circle,Monument,Domestic_Visitors,Foreign_Visitors
2014-09-01,2014,September,Delhi,Sultanghari Tomb,26,0
2014-09-01,2014,September,Delhi,Tughluqabad,4688,55
2014-09-01,2014,September,Delhi,Red Fort,125880,5227
2014-09-01,2014,September,Delhi,Humayun Tomb,34885,10719
2014-09-01,2014,September,Delhi,Qutub Minar,130802,16305
2014-09-01,2014,September,Delhi,Hauzkhas,9260,167
2014-09-01,2014,September,Delhi,Jantar Mantar,11804,378
2014-09-01,2014,September,Delhi,Safdarjung Tomb,3997,875
2014-09-01,2014,September,Delhi,Kotla Feroz Shah,5430,49
2014-09-01,2014,September,Delhi,Purana Qila,36178,300
2014-09-01,2014,September,Guwahati,Ahom Raja's Palace,2400,9
2014-09-01,2014,September,Guwahati,"Kareghar of Ahom Kings, Sibasagar",7478,35
2014-09-01,2014,September,Guwahati,"Ranghar Pavillion, Jaisagar",3473,27
2014-09-01,2014,September,Guwahati,Bishnudol,1079,6
2014-09-01,2014,September,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1148,7
2014-09-01,2014,September,Goa,Upper Fort Aguada,43788,423
2014-09-01,2014,September,Hyderabad,Charminar,58507,396
2014-09-01,2014,September,Hyderabad,Golconda,109254,1378
2014-09-01,2014,September,Hyderabad,Warangal,5064,15
2014-09-01,2014,September,Jaipur,Ancient Site Bhangarh,9960,98
2014-09-01,2014,September,Jaipur,Baori at Abhaneri,3595,4612
2014-09-01,2014,September,Jaipur,Deeg Bhawan,1880,70
2014-09-01,2014,September,Jodhpur,Chittaurgarh Fort,33165,891
2014-09-01,2014,September,Jodhpur,Kumbhalgarh Fort,27719,627
2014-09-01,2014,September,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,15652,6
2014-09-01,2014,September,Leh,Ancient Palace Leh,3199,320
2014-09-01,2014,September,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",6096,11
2014-09-01,2014,September,Patna,"Ancient site of Vaishali, Kolhua",4769,689
2014-09-01,2014,September,Patna,Excavated Remains at Nalanda,24585,1511
2014-09-01,2014,September,Patna,Ancient Site of Vikramshila Antichak,3614,24
2014-09-01,2014,September,Patna,Sher Shah's Tomb,12789,9
2014-09-01,2014,September,Raipur,Temple of Laxman and Old sites including sculptures sirpur,3484,5
2014-09-01,2014,September,Shimla,"Ruined Fort, kangra",5449,104
2014-09-01,2014,September,Shimla,Rock-cut Temples and Sculptures,3726,86
2014-09-01,2014,September,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",349,0
2014-09-01,2014,September,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",563,1
2014-09-01,2014,September,Srinagar,"Group of Temples at kiramchi, District Udhampur",378,0
2014-09-01,2014,September,Amaravati,Amaravati mahastupa,451,16
2014-09-01,2014,September,Amaravati,Undavalli caves,6690,30
2014-09-01,2014,September,Amaravati,Nagarjuna Kunda,1068,1
2014-09-01,2014,September,Amaravati,Chandragiri Monument,5361,5
2014-09-01,2014,September,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1131,4
2014-10-01,2014,October,Agra,Taj Mahal,324420,47268
2014-10-01,2014,October,Agra,Agra Fort,113558,26975
2014-10-01,2014,October,Agra,Fatehpur Sikri,31884,12964
2014-10-01,2014,October,Agra,Akbar Tomb Sikandra,19227,1645
2014-10-01,2014,October,Agra,Mariam tomb Sikandra,1496,27
2014-10-01,2014,October,Agra,Itimad-ud-Daulah-Tomb,10508,6543
2014-10-01,2014,October,Agra,Ram Bagh,6300,26
2014-10-01,2014,October,Agra,Mehtab Bagh,13916,4857
2014-10-01,2014,October,Agra,Mausoleum,37598,993
2014-10-01,2014,October,Lucknow,Site of Sahet mahet,5477,1000
2014-10-01,2014,October,Lucknow,Residency Building,8493,245
2014-10-01,2014,October,Lucknow,Piprahwa & Ganwaria,3190,257
2014-10-01,2014,October,Jhansi,"Gupta Temple & Varah Temple, Deogarh",116,2
2014-10-01,2014,October,Jhansi,Kalinjar Fort,5754,9
2014-10-01,2014,October,Jhansi,Rani Lakshmi Bai Mahal,1091,3
2014-10-01,2014,October,Jhansi,Rani Jhansi Fort,31454,61
2014-10-01,2014,October,Sarnath,Lord Cornwallis Tomb,1360,6
2014-10-01,2014,October,Sarnath,"Old Fort (Shahi Fort), Jaunpur",15709,9
2014-10-01,2014,October,Sarnath,Observatory of Man Singh,6187,71
2014-10-01,2014,October,Sarnath,Excavated Remains at sarnath,33508,6945
2014-10-01,2014,October,Sarnath,Tomb of Lal Khan,544,0
2014-10-01,2014,October,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,4321,406
2014-10-01,2014,October,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",23723,51
2014-10-01,2014,October,Thrissur,mattancherry Palace Museum Kochi,23032,6082
2014-10-01,2014,October,Thrissur,"Fort, Palakkad, Palakkad",14788,20
2014-10-01,2014,October,Thrissur,"Fort St. Angelo, Kannur",18735,264
2014-10-01,2014,October,Chennai,Group of Monuments Mamallapuram,86173,3652
2014-10-01,2014,October,Chennai,"Gingee Fort , Gingee",8447,136
2014-10-01,2014,October,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",3608,87
2014-10-01,2014,October,Tiruchirappalli,"Fort on Rock, Dindigual",2086,7
2014-10-01,2014,October,Tiruchirappalli,"Moovarkoil, Kodumbalur",1544,3
2014-10-01,2014,October,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2220,13
2014-10-01,2014,October,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,2484,38
2014-10-01,2014,October,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1960,52
2014-10-01,2014,October,Tiruchirappalli,"Fort Museum, Thirumayam",19659,350
2014-10-01,2014,October,Tiruchirappalli,Fort Vattakottai,12076,25
2014-10-01,2014,October,Bhopal,Buddhist Caves,1471,3
2014-10-01,2014,October,Bhopal,"The palace situated in the fort, Burhanpur",3866,22
2014-10-01,2014,October,Bhopal,Hoshang Shah's Tomb,9256,143
2014-10-01,2014,October,Bhopal,"Group of monument, Royal Palace Mandu",32622,193
2014-10-01,2014,October,Bhopal,Roopmati's Pavilion,34310,164
2014-10-01,2014,October,Bhopal,"Buddhist Monuments, Sanchi",21241,337
2014-10-01,2014,October,Bhopal,Gwalior Fort,22405,678
2014-10-01,2014,October,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2897,0
2014-10-01,2014,October,Bhopal,"Badal Mahal Gatwway, Chanderi",909,5
2014-10-01,2014,October,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,4318,59
2014-10-01,2014,October,Bhopal,Bir Singh Palace Datia,1771,55
2014-10-01,2014,October,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2012,1
2014-10-01,2014,October,Jabalpur,"Western Group of Temples, Khajuraho",17636,3004
2014-10-01,2014,October,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",5109,3
2014-10-01,2014,October,Dharwad,Durga temple complex Aihole,15021,309
2014-10-01,2014,October,Dharwad,"Jaina & Vaishnava Cave, Badami",31485,571
2014-10-01,2014,October,Dharwad,Group of Monuments (WH) Pattadakal,17854,293
2014-10-01,2014,October,Dharwad,"Gol Gumbaz, Vijayapura",57294,118
2014-10-01,2014,October,Dharwad,"Ibrahim Rauza, Bijapur",13037,108
2014-10-01,2014,October,Dharwad,"Temples & Sculpture Shed, lakkumdi",867,6
2014-10-01,2014,October,Hampi,"Group of Monuments, Hampi",50015,2300
2014-10-01,2014,October,Hampi,Bellary Fort,1908,3
2014-10-01,2014,October,Banglore,Dariya Daulath Bagh,52658,1141
2014-10-01,2014,October,Banglore,Keshava Temple,13315,645
2014-10-01,2014,October,Banglore,Palace of Tipu Sultan,20654,861
2014-10-01,2014,October,Banglore,Fortress and Temple Chitrudurga Fort,27862,90
2014-10-01,2014,October,Raiganj,Cooch Bihar Palace,34498,3
2014-10-01,2014,October,Raiganj,Hazarduari Palace,46264,118
2014-10-01,2014,October,Kolkata,Bishnupur Temples,10498,34
2014-10-01,2014,October,Kolkata,Metcelf-Hall,48,2
2014-10-01,2014,October,Rajkot,"Asokan Rock Edict, Jungadh",483,13
2014-10-01,2014,October,Rajkot,"Buddhish Caves, Junagadh",1564,66
2014-10-01,2014,October,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",456,11
2014-10-01,2014,October,Vadodara,"Champaner Monuments, Pavagadh",4512,147
2014-10-01,2014,October,Vadodara,"Sun temple, Modhera",15685,281
2014-10-01,2014,October,Vadodara,"Rani Ki-Vav, Patan",22496,254
2014-10-01,2014,October,Vadodara,"Rudabai Step Well, Adalaj",28692,584
2014-10-01,2014,October,Bhubaneswar,"Sun Temple, Konark",177541,470
2014-10-01,2014,October,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,26909,215
2014-10-01,2014,October,Bhubaneswar,Rajarani Temple,1248,37
2014-10-01,2014,October,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2758,45
2014-10-01,2014,October,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,3827,33
2014-10-01,2014,October,Aurangabad,Ajanta Caves,20885,1214
2014-10-01,2014,October,Aurangabad,Ellora Caves,83778,1425
2014-10-01,2014,October,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),75433,646
2014-10-01,2014,October,Aurangabad,Daulatabad Fort,40253,446
2014-10-01,2014,October,Aurangabad,Pandulena Caves,18001,100
2014-10-01,2014,October,Aurangabad,Aurangabad Caves,14978,221
2014-10-01,2014,October,Mumbai,Elephanta Caves,46545,2567
2014-10-01,2014,October,Mumbai,Buddhist Caves Kanheri,28339,853
2014-10-01,2014,October,Mumbai,Shaniwarwada,94880,715
2014-10-01,2014,October,Mumbai,Aga  Khan Palace Building,18858,794
2014-10-01,2014,October,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",28581,8
2014-10-01,2014,October,Mumbai,"Caves, Temples and inscriptions Karla",17832,167
2014-10-01,2014,October,Mumbai,"Cave Temple & Inscriptions, Bhaja",5363,124
2014-10-01,2014,October,Mumbai,Raigad Fort,18655,7
2014-10-01,2014,October,Mumbai,"Kolaba Fort, Alibag",9498,9
2014-10-01,2014,October,Mumbai,"Old Fort, Sholapur",4490,3
2014-10-01,2014,October,Mumbai,"Janjira Fort, Murd",20935,12
2014-10-01,2014,October,Mumbai,Kondiote Caves,2950,42
2014-10-01,2014,October,Mumbai,Lohgad Fort,10839,38
2014-10-01,2014,October,Nagpur,Gawilgarh Fort,3100,0
2014-10-01,2014,October,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",112,4
2014-10-01,2014,October,Chandigarh,Suraj Kund,6766,5
2014-10-01,2014,October,Chandigarh,Sheikh Chilli's Tomb,3017,3
2014-10-01,2014,October,Delhi,Khan-I-Khana,138,3
2014-10-01,2014,October,Delhi,Sultanghari Tomb,40,0
2014-10-01,2014,October,Delhi,Tughluqabad,5514,65
2014-10-01,2014,October,Delhi,Red Fort,146944,6102
2014-10-01,2014,October,Delhi,Humayun Tomb,52816,16229
2014-10-01,2014,October,Delhi,Qutub Minar,154317,19236
2014-10-01,2014,October,Delhi,Hauzkhas,10636,191
2014-10-01,2014,October,Delhi,Jantar Mantar,17543,562
2014-10-01,2014,October,Delhi,Safdarjung Tomb,6092,1334
2014-10-01,2014,October,Delhi,Kotla Feroz Shah,7699,69
2014-10-01,2014,October,Delhi,Purana Qila,51434,426
2014-10-01,2014,October,Guwahati,Ahom Raja's Palace,3091,12
2014-10-01,2014,October,Guwahati,"Kareghar of Ahom Kings, Sibasagar",9875,47
2014-10-01,2014,October,Guwahati,"Ranghar Pavillion, Jaisagar",4897,38
2014-10-01,2014,October,Guwahati,Bishnudol,1609,9
2014-10-01,2014,October,Guwahati,"Group of four MaidansCharaideo, Sibasagar",1562,9
2014-10-01,2014,October,Goa,Upper Fort Aguada,71529,691
2014-10-01,2014,October,Hyderabad,Charminar,79540,538
2014-10-01,2014,October,Hyderabad,Golconda,142145,1793
2014-10-01,2014,October,Hyderabad,Warangal,7996,23
2014-10-01,2014,October,Jaipur,Ancient Site Bhangarh,14684,145
2014-10-01,2014,October,Jaipur,Baori at Abhaneri,5578,7156
2014-10-01,2014,October,Jaipur,Deeg Bhawan,2296,85
2014-10-01,2014,October,Jodhpur,Chittaurgarh Fort,47951,1288
2014-10-01,2014,October,Jodhpur,Kumbhalgarh Fort,37733,853
2014-10-01,2014,October,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,20376,8
2014-10-01,2014,October,Leh,Ancient Palace Leh,4355,436
2014-10-01,2014,October,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",9684,18
2014-10-01,2014,October,Patna,"Ancient site of Vaishali, Kolhua",6942,1004
2014-10-01,2014,October,Patna,Excavated Remains at Nalanda,33646,2068
2014-10-01,2014,October,Patna,Ancient Site of Vikramshila Antichak,5536,36
2014-10-01,2014,October,Patna,Sher Shah's Tomb,17753,13
2014-10-01,2014,October,Raipur,Temple of Laxman and Old sites including sculptures sirpur,5040,7
2014-10-01,2014,October,Shimla,"Ruined Fort, kangra",6419,123
2014-10-01,2014,October,Shimla,Rock-cut Temples and Sculptures,5656,131
2014-10-01,2014,October,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",586,0
2014-10-01,2014,October,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",831,2
2014-10-01,2014,October,Srinagar,"Group of Temples at kiramchi, District Udhampur",487,0
2014-10-01,2014,October,Amaravati,Amaravati mahastupa,537,19
2014-10-01,2014,October,Amaravati,Undavalli caves,8419,38
2014-10-01,2014,October,Amaravati,Nagarjuna Kunda,1604,2
2014-10-01,2014,October,Amaravati,Chandragiri Monument,8846,9
2014-10-01,2014,October,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",1503,5
2014-11-01,2014,November,Agra,Taj Mahal,380961,55506
2014-11-01,2014,November,Agra,Agra Fort,128394,30499
2014-11-01,2014,November,Agra,Fatehpur Sikri,32131,13064
2014-11-01,2014,November,Agra,Akbar Tomb Sikandra,16854,1442
2014-11-01,2014,November,Agra,Mariam tomb Sikandra,1636,30
2014-11-01,2014,November,Agra,Itimad-ud-Daulah-Tomb,10424,6491
2014-11-01,2014,November,Agra,Ram Bagh,5658,23
2014-11-01,2014,November,Agra,Mehtab Bagh,12466,4350
2014-11-01,2014,November,Agra,Mausoleum,40364,1066
2014-11-01,2014,November,Lucknow,Site of Sahet mahet,5162,943
2014-11-01,2014,November,Lucknow,Residency Building,8325,240
2014-11-01,2014,November,Lucknow,Piprahwa & Ganwaria,2940,237
2014-11-01,2014,November,Jhansi,"Gupta Temple & Varah Temple, Deogarh",105,2
2014-11-01,2014,November,Jhansi,Kalinjar Fort,6840,11
2014-11-01,2014,November,Jhansi,Rani Lakshmi Bai Mahal,1221,3
2014-11-01,2014,November,Jhansi,Rani Jhansi Fort,30544,59
2014-11-01,2014,November,Sarnath,Lord Cornwallis Tomb,1475,6
2014-11-01,2014,November,Sarnath,"Old Fort (Shahi Fort), Jaunpur",13675,7
2014-11-01,2014,November,Sarnath,Observatory of Man Singh,5794,66
2014-11-01,2014,November,Sarnath,Excavated Remains at sarnath,37033,7675
2014-11-01,2014,November,Sarnath,Tomb of Lal Khan,513,0
2014-11-01,2014,November,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,4602,432
2014-11-01,2014,November,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",26674,57
2014-11-01,2014,November,Thrissur,mattancherry Palace Museum Kochi,22585,5964
2014-11-01,2014,November,Thrissur,"Fort, Palakkad, Palakkad",12237,16
2014-11-01,2014,November,Thrissur,"Fort St. Angelo, Kannur",16745,235
2014-11-01,2014,November,Chennai,Group of Monuments Mamallapuram,100248,4249
2014-11-01,2014,November,Chennai,"Gingee Fort , Gingee",8136,131
2014-11-01,2014,November,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",3416,83
2014-11-01,2014,November,Tiruchirappalli,"Fort on Rock, Dindigual",1728,6
2014-11-01,2014,November,Tiruchirappalli,"Moovarkoil, Kodumbalur",1559,3
2014-11-01,2014,November,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2741,16
2014-11-01,2014,November,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,2167,33
2014-11-01,2014,November,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",1856,50
2014-11-01,2014,November,Tiruchirappalli,"Fort Museum, Thirumayam",26202,467
2014-11-01,2014,November,Tiruchirappalli,Fort Vattakottai,11784,25
2014-11-01,2014,November,Bhopal,Buddhist Caves,1593,3
2014-11-01,2014,November,Bhopal,"The palace situated in the fort, Burhanpur",3226,18
2014-11-01,2014,November,Bhopal,Hoshang Shah's Tomb,10440,161
2014-11-01,2014,November,Bhopal,"Group of monument, Royal Palace Mandu",27847,165
2014-11-01,2014,November,Bhopal,Roopmati's Pavilion,34732,166
2014-11-01,2014,November,Bhopal,"Buddhist Monuments, Sanchi",20760,330
2014-11-01,2014,November,Bhopal,Gwalior Fort,21609,654
2014-11-01,2014,November,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",2688,0
2014-11-01,2014,November,Bhopal,"Badal Mahal Gatwway, Chanderi",1094,7
2014-11-01,2014,November,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,4102,56
2014-11-01,2014,November,Bhopal,Bir Singh Palace Datia,2014,63
2014-11-01,2014,November,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2065,1
2014-11-01,2014,November,Jabalpur,"Western Group of Temples, Khajuraho",19049,3245
2014-11-01,2014,November,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",5043,3
2014-11-01,2014,November,Dharwad,Durga temple complex Aihole,14889,306
2014-11-01,2014,November,Dharwad,"Jaina & Vaishnava Cave, Badami",29270,531
2014-11-01,2014,November,Dharwad,Group of Monuments (WH) Pattadakal,20110,330
2014-11-01,2014,November,Dharwad,"Gol Gumbaz, Vijayapura",57785,119
2014-11-01,2014,November,Dharwad,"Ibrahim Rauza, Bijapur",10298,85
2014-11-01,2014,November,Dharwad,"Temples & Sculpture Shed, lakkumdi",934,6
2014-11-01,2014,November,Hampi,"Group of Monuments, Hampi",45807,2106
2014-11-01,2014,November,Hampi,Bellary Fort,2153,4
2014-11-01,2014,November,Banglore,Dariya Daulath Bagh,49510,1073
2014-11-01,2014,November,Banglore,Keshava Temple,15878,770
2014-11-01,2014,November,Banglore,Palace of Tipu Sultan,19088,796
2014-11-01,2014,November,Banglore,Fortress and Temple Chitrudurga Fort,25937,83
2014-11-01,2014,November,Raiganj,Cooch Bihar Palace,32228,3
2014-11-01,2014,November,Raiganj,Hazarduari Palace,45320,115
2014-11-01,2014,November,Kolkata,Bishnupur Temples,13050,42
2014-11-01,2014,November,Kolkata,Metcelf-Hall,48,2
2014-11-01,2014,November,Rajkot,"Asokan Rock Edict, Jungadh",517,14
2014-11-01,2014,November,Rajkot,"Buddhish Caves, Junagadh",1305,55
2014-11-01,2014,November,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",465,11
2014-11-01,2014,November,Vadodara,"Champaner Monuments, Pavagadh",4278,140
2014-11-01,2014,November,Vadodara,"Sun temple, Modhera",14859,266
2014-11-01,2014,November,Vadodara,"Rani Ki-Vav, Patan",22378,253
2014-11-01,2014,November,Vadodara,"Rudabai Step Well, Adalaj",26834,546
2014-11-01,2014,November,Bhubaneswar,"Sun Temple, Konark",146466,388
2014-11-01,2014,November,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,21416,171
2014-11-01,2014,November,Bhubaneswar,Rajarani Temple,1507,45
2014-11-01,2014,November,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,2533,41
2014-11-01,2014,November,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,3082,26
2014-11-01,2014,November,Aurangabad,Ajanta Caves,19340,1124
2014-11-01,2014,November,Aurangabad,Ellora Caves,100519,1710
2014-11-01,2014,November,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),75162,644
2014-11-01,2014,November,Aurangabad,Daulatabad Fort,44491,494
2014-11-01,2014,November,Aurangabad,Pandulena Caves,17963,99
2014-11-01,2014,November,Aurangabad,Aurangabad Caves,13082,193
2014-11-01,2014,November,Mumbai,Elephanta Caves,52622,2902
2014-11-01,2014,November,Mumbai,Buddhist Caves Kanheri,26771,806
2014-11-01,2014,November,Mumbai,Shaniwarwada,91442,689
2014-11-01,2014,November,Mumbai,Aga  Khan Palace Building,16664,701
2014-11-01,2014,November,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",25702,7
2014-11-01,2014,November,Mumbai,"Caves, Temples and inscriptions Karla",15589,146
2014-11-01,2014,November,Mumbai,"Cave Temple & Inscriptions, Bhaja",6535,152
2014-11-01,2014,November,Mumbai,Raigad Fort,16555,6
2014-11-01,2014,November,Mumbai,"Kolaba Fort, Alibag",7902,7
2014-11-01,2014,November,Mumbai,"Old Fort, Sholapur",5115,3
2014-11-01,2014,November,Mumbai,"Janjira Fort, Murd",20086,11
2014-11-01,2014,November,Mumbai,Kondiote Caves,3574,50
2014-11-01,2014,November,Mumbai,Lohgad Fort,11130,39
2014-11-01,2014,November,Nagpur,Gawilgarh Fort,3698,0
2014-11-01,2014,November,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",130,5
2014-11-01,2014,November,Chandigarh,Suraj Kund,6291,4
2014-11-01,2014,November,Chandigarh,Sheikh Chilli's Tomb,3273,3
2014-11-01,2014,November,Delhi,Khan-I-Khana,136,3
2014-11-01,2014,November,Delhi,Sultanghari Tomb,46,0
2014-11-01,2014,November,Delhi,Tughluqabad,5284,63
2014-11-01,2014,November,Delhi,Red Fort,178446,7410
2014-11-01,2014,November,Delhi,Humayun Tomb,49389,15176
2014-11-01,2014,November,Delhi,Qutub Minar,181131,22579
2014-11-01,2014,November,Delhi,Hauzkhas,10742,193
2014-11-01,2014,November,Delhi,Jantar Mantar,17995,577
2014-11-01,2014,November,Delhi,Safdarjung Tomb,6356,1392
2014-11-01,2014,November,Delhi,Kotla Feroz Shah,6474,58
2014-11-01,2014,November,Delhi,Purana Qila,56203,466
2014-11-01,2014,November,Guwahati,Ahom Raja's Palace,3993,15
2014-11-01,2014,November,Guwahati,"Kareghar of Ahom Kings, Sibasagar",8634,41
2014-11-01,2014,November,Guwahati,"Ranghar Pavillion, Jaisagar",5269,41
2014-11-01,2014,November,Guwahati,Bishnudol,1648,9
